urn,group,author,title
urn:cts:greekLit:tlg0086.tlg031,urn:cts:greekLit:tlg0086,Aristotle,Physica
urn:cts:greekLit:tlg0086.tlg032,urn:cts:greekLit:tlg0086,Aristotle,Physiognomonica
urn:cts:greekLit:tlg0086.tlg034,urn:cts:greekLit:tlg0086,Aristotle,Poetics
urn:cts:greekLit:tlg0086.tlg035,urn:cts:greekLit:tlg0086,Aristotle,Politics
urn:cts:greekLit:tlg0086.tlg036,urn:cts:greekLit:tlg0086,Aristotle,Problemata
urn:cts:greekLit:tlg0086.tlg037,urn:cts:greekLit:tlg0086,Aristotle,De respiratione
urn:cts:greekLit:tlg0086.tlg038,urn:cts:greekLit:tlg0086,Aristotle,Rhetoric
urn:cts:greekLit:tlg0086.tlg039,urn:cts:greekLit:tlg0086,Aristotle,De plantis
urn:cts:greekLit:tlg0086.tlg040,urn:cts:greekLit:tlg0086,Aristotle,De sophisticis elenchis
urn:cts:greekLit:tlg0086.tlg041,urn:cts:greekLit:tlg0086,Aristotle,De sensu et sensibilibus
urn:cts:greekLit:tlg0086.tlg042,urn:cts:greekLit:tlg0086,Aristotle,De somno et vigilia
urn:cts:greekLit:tlg0086.tlg043,urn:cts:greekLit:tlg0086,Aristotle,De spiritu
urn:cts:greekLit:tlg0086.tlg044,urn:cts:greekLit:tlg0086,Aristotle,Topica
urn:cts:greekLit:tlg0086.tlg045,urn:cts:greekLit:tlg0086,Aristotle,On Virtues and Vices
urn:cts:greekLit:tlg0086.tlg046,urn:cts:greekLit:tlg0086,Aristotle,De ventorum situ et nominibus
urn:cts:greekLit:tlg0086.tlg047,urn:cts:greekLit:tlg0086,Aristotle,"De Xenophane, de Zenone, de Gorgia"
urn:cts:greekLit:tlg0086.tlg048,urn:cts:greekLit:tlg0086,Aristotle,Divisiones Aristoteleae
urn:cts:greekLit:tlg0086.tlg052,urn:cts:greekLit:tlg0086,Aristotle,De anima (codicis E fragmenta recensionis a vulgata diversae)
urn:cts:greekLit:tlg0086.tlg054,urn:cts:greekLit:tlg0086,Aristotle,Physica (textus alter)
urn:cts:greekLit:tlg0087.tlg001,urn:cts:greekLit:tlg0087,Aelius Herodianus,De prosodia catholica
urn:cts:greekLit:tlg0087.tlg002,urn:cts:greekLit:tlg0087,Aelius Herodianus,On Enclitics
urn:cts:greekLit:tlg0087.tlg004,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ διχρόνων
urn:cts:greekLit:tlg0087.tlg005,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ πνευμάτων
urn:cts:greekLit:tlg0087.tlg006,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ Ἀττικῆς προσῳδίας
urn:cts:greekLit:tlg0087.tlg007,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ Ἰλιακῆς προσῳδίας
urn:cts:greekLit:tlg0087.tlg008,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ Ὀδυσσειακῆς προσῳδίας
urn:cts:greekLit:tlg0087.tlg009,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ παθῶν
urn:cts:greekLit:tlg0087.tlg009a,urn:cts:greekLit:tlg0087,Aelius Herodianus,Ἐκ τῶν Ἡρωδιανοῦ ὑπομνημάτων τῶν περὶ παθῶν Διδύμου
urn:cts:greekLit:tlg0087.tlg010,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ συντάξεως τῶν στοιχείων
urn:cts:greekLit:tlg0087.tlg011,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ ὀρθογραφίας
urn:cts:greekLit:tlg0087.tlg012,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ ὀνομάτων
urn:cts:greekLit:tlg0087.tlg013,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ κλίσεως ὀνομάτων
urn:cts:greekLit:tlg0087.tlg014,urn:cts:greekLit:tlg0087,Aelius Herodianus,Εἰς τὸ περὶ γενῶν Ἀπολλωνίου ὑπόμνημα
urn:cts:greekLit:tlg0087.tlg015,urn:cts:greekLit:tlg0087,Aelius Herodianus,Μονόβιβλον περὶ τοῦ ὕδωρ
urn:cts:greekLit:tlg0087.tlg016,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ τοῦ ζώς
urn:cts:greekLit:tlg0087.tlg017,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ συζυγιῶν
urn:cts:greekLit:tlg0087.tlg018,urn:cts:greekLit:tlg0087,Aelius Herodianus,Μονόβιβλον περὶ τοῦ μὴ πάντα τὰ ῥήματα κλίνεσθαι εἰς πάντας τοὺς χρόνους
urn:cts:greekLit:tlg0087.tlg019,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ μετοχῶν
urn:cts:greekLit:tlg0087.tlg020,urn:cts:greekLit:tlg0087,Aelius Herodianus,Μονόβιβλον περὶ τοῦ ἦν
urn:cts:greekLit:tlg0087.tlg021,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ ῥημάτων
urn:cts:greekLit:tlg0087.tlg022,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ τῶν εἰς μι
urn:cts:greekLit:tlg0087.tlg023,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ ἀντωνυμιῶν
urn:cts:greekLit:tlg0087.tlg024,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ ἐπιρρημάτων
urn:cts:greekLit:tlg0087.tlg025,urn:cts:greekLit:tlg0087,Aelius Herodianus,De figuris
urn:cts:greekLit:tlg0087.tlg026,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ παρωνύμων
urn:cts:greekLit:tlg0087.tlg027,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ ῥηματικῶν ὀνομάτων
urn:cts:greekLit:tlg0087.tlg028,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ μονοσυλλάβων
urn:cts:greekLit:tlg0087.tlg029,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ γάμου καὶ συμβιώσεως
urn:cts:greekLit:tlg0087.tlg030,urn:cts:greekLit:tlg0087,Aelius Herodianus,Συμπόσιον
urn:cts:greekLit:tlg0087.tlg031,urn:cts:greekLit:tlg0087,Aelius Herodianus,Προτάσεις
urn:cts:greekLit:tlg0087.tlg032,urn:cts:greekLit:tlg0087,Aelius Herodianus,Εἰς τὴν Ἀπολλωνίου εἰσαγωγήν
urn:cts:greekLit:tlg0087.tlg033,urn:cts:greekLit:tlg0087,Aelius Herodianus,Περὶ μονήρους λέξεως
urn:cts:greekLit:tlg0088.tlg001,urn:cts:greekLit:tlg0088,Aristoxenus,Ἁρμονικὰ στοιχεῖα
urn:cts:greekLit:tlg0090.tlg001,urn:cts:greekLit:tlg0090,Agathemerus,Geographiae informatio
urn:cts:greekLit:tlg0092.tlg001,urn:cts:greekLit:tlg0092,Anonymi Geographiae Expositio Compendiaria,Geographiae expositio compendiaria
urn:cts:greekLit:tlg0093.ogl001,urn:cts:greekLit:tlg0093,Theophrastus,De odoribus
urn:cts:greekLit:tlg0093.ogl002,urn:cts:greekLit:tlg0093,Theophrastus,De signis tempestatum
urn:cts:greekLit:tlg0093.tlg001,urn:cts:greekLit:tlg0093,Theophrastus,Enquiry into Plants
urn:cts:greekLit:tlg0093.tlg002,urn:cts:greekLit:tlg0093,Theophrastus,On the Causes of Plants
urn:cts:greekLit:tlg0093.tlg003,urn:cts:greekLit:tlg0093,Theophrastus,De sensu et sensibilibus
urn:cts:greekLit:tlg0093.tlg004,urn:cts:greekLit:tlg0093,Theophrastus,De lapidibus
urn:cts:greekLit:tlg0093.tlg005,urn:cts:greekLit:tlg0093,Theophrastus,On Fire
urn:cts:greekLit:tlg0093.tlg006,urn:cts:greekLit:tlg0093,Theophrastus,Metaphysics
urn:cts:greekLit:tlg0093.tlg009,urn:cts:greekLit:tlg0093,Theophrastus,Characters
urn:cts:greekLit:tlg0093.tlg010x01,urn:cts:greekLit:tlg0093,Theophrastus,De Odoribus
urn:cts:greekLit:tlg0093.tlg010x02,urn:cts:greekLit:tlg0093,Theophrastus,De Ventis
urn:cts:greekLit:tlg0093.tlg010x03,urn:cts:greekLit:tlg0093,Theophrastus,De Signis Tempestatum
urn:cts:greekLit:tlg0093.tlg010x04,urn:cts:greekLit:tlg0093,Theophrastus,De Lassitudine
urn:cts:greekLit:tlg0093.tlg010x05,urn:cts:greekLit:tlg0093,Theophrastus,De Vertigine
urn:cts:greekLit:tlg0093.tlg010x06,urn:cts:greekLit:tlg0093,Theophrastus,De Sudore
urn:cts:greekLit:tlg0093.tlg010x07,urn:cts:greekLit:tlg0093,Theophrastus,De Animi Defectione
urn:cts:greekLit:tlg0093.tlg010x08,urn:cts:greekLit:tlg0093,Theophrastus,De Nervorum Resolutione
urn:cts:greekLit:tlg0093.tlg010x09,urn:cts:greekLit:tlg0093,Theophrastus,Fragmenta varia
urn:cts:greekLit:tlg0094.tlg001,urn:cts:greekLit:tlg0094,Pseudo-Plutarch,De Fluviis
urn:cts:greekLit:tlg0094.tlg002,urn:cts:greekLit:tlg0094,Pseudo-Plutarch,De musica
urn:cts:greekLit:tlg0094.tlg003,urn:cts:greekLit:tlg0094,Pseudo-Plutarch,Placita Philosophorum
urn:cts:greekLit:tlg0096.tlg002,urn:cts:greekLit:tlg0096,Aesop,Fabulae
urn:cts:greekLit:tlg0097.tlg001,urn:cts:greekLit:tlg0097,Diogenianus of Heraclea,Paroemiae (epitome operis sub nomine Diogeniani) (e cod. Mazarinco)
urn:cts:greekLit:tlg0098.tlg001,urn:cts:greekLit:tlg0098,Zenobius Sophista,Epitome collectionum Lucilli Tarrhaei et Didymi
urn:cts:greekLit:tlg0099.tlg001,urn:cts:greekLit:tlg0099,Strabo,Geography
urn:cts:greekLit:tlg0099.tlg004,urn:cts:greekLit:tlg0099,Strabo,Geographiae Chrestomathia
urn:cts:greekLit:tlg0199.tlg001,urn:cts:greekLit:tlg0199,Bacchylides,Epinicians
urn:cts:greekLit:tlg0199.tlg002,urn:cts:greekLit:tlg0199,Bacchylides,Dithyrambs
urn:cts:greekLit:tlg0233.tlg001,urn:cts:greekLit:tlg0233,Hipponax,Fragmentum (128)
urn:cts:greekLit:tlg0284.tlg001,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 1
urn:cts:greekLit:tlg0284.tlg002,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 2
urn:cts:greekLit:tlg0284.tlg003,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 3
urn:cts:greekLit:tlg0284.tlg004,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 4
urn:cts:greekLit:tlg0284.tlg005,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 5
urn:cts:greekLit:tlg0284.tlg006,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 6
urn:cts:greekLit:tlg0284.tlg007,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 7
urn:cts:greekLit:tlg0284.tlg008,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 8
urn:cts:greekLit:tlg0284.tlg009,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 9
urn:cts:greekLit:tlg0284.tlg010,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 10
urn:cts:greekLit:tlg0284.tlg011,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 11
urn:cts:greekLit:tlg0284.tlg012,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 12
urn:cts:greekLit:tlg0284.tlg013,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 13
urn:cts:greekLit:tlg0284.tlg014,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 14
urn:cts:greekLit:tlg0284.tlg015,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 15
urn:cts:greekLit:tlg0284.tlg016,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 16
urn:cts:greekLit:tlg0284.tlg017,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 17
urn:cts:greekLit:tlg0284.tlg018,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 18
urn:cts:greekLit:tlg0284.tlg019,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 19
urn:cts:greekLit:tlg0284.tlg020,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 20
urn:cts:greekLit:tlg0284.tlg021,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 21
urn:cts:greekLit:tlg0284.tlg022,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 22
urn:cts:greekLit:tlg0284.tlg023,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 23
urn:cts:greekLit:tlg0284.tlg024,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 24
urn:cts:greekLit:tlg0284.tlg025,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 25
urn:cts:greekLit:tlg0284.tlg026,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 26
urn:cts:greekLit:tlg0284.tlg027,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 27
urn:cts:greekLit:tlg0284.tlg028,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 28
urn:cts:greekLit:tlg0284.tlg029,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 29
urn:cts:greekLit:tlg0284.tlg030,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 30
urn:cts:greekLit:tlg0284.tlg031,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 31
urn:cts:greekLit:tlg0284.tlg032,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 32
urn:cts:greekLit:tlg0284.tlg033,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 33
urn:cts:greekLit:tlg0284.tlg034,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 34
urn:cts:greekLit:tlg0284.tlg035,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 35
urn:cts:greekLit:tlg0284.tlg036,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 36
urn:cts:greekLit:tlg0284.tlg037,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 37
urn:cts:greekLit:tlg0284.tlg038,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 38
urn:cts:greekLit:tlg0284.tlg039,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 39
urn:cts:greekLit:tlg0284.tlg040,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 40
urn:cts:greekLit:tlg0284.tlg041,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 41
urn:cts:greekLit:tlg0284.tlg042,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 42
urn:cts:greekLit:tlg0284.tlg043,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 43
urn:cts:greekLit:tlg0284.tlg044,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 44
urn:cts:greekLit:tlg0284.tlg045,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 45
urn:cts:greekLit:tlg0284.tlg046,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 46
urn:cts:greekLit:tlg0284.tlg047,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 47
urn:cts:greekLit:tlg0284.tlg048,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 48
urn:cts:greekLit:tlg0284.tlg049,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 49
urn:cts:greekLit:tlg0284.tlg050,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 50
urn:cts:greekLit:tlg0284.tlg051,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 51
urn:cts:greekLit:tlg0284.tlg052,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 52
urn:cts:greekLit:tlg0284.tlg053,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 53
urn:cts:greekLit:tlg0284.tlg054,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 54
urn:cts:greekLit:tlg0284.tlg055,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Orationes 55
urn:cts:greekLit:tlg0284.tlg056,urn:cts:greekLit:tlg0284,"Aristides, Aelius",Ars Rhetorica
urn:cts:greekLit:tlg0317.tlg001,urn:cts:greekLit:tlg0317,Acta Joannis,Acta Joannis
urn:cts:greekLit:tlg0317.tlg002,urn:cts:greekLit:tlg0317,Acta Joannis,Acta Joannis (recensio)
urn:cts:greekLit:tlg0319.tlg004,urn:cts:greekLit:tlg0319,Critias,Fragmenta
urn:cts:greekLit:tlg0341.tlg002,urn:cts:greekLit:tlg0341,Lycophron,Alexandra
urn:cts:greekLit:tlg0357.tlg001,urn:cts:greekLit:tlg0357,Didymus Alexandrinus,Mensurae marmorum ac lignorum
urn:cts:greekLit:tlg0358.tlg001,urn:cts:greekLit:tlg0358,Nicomachus of Gerasa,Introductio arithmetica
urn:cts:greekLit:tlg0358.tlg002,urn:cts:greekLit:tlg0358,Nicomachus of Gerasa,Harmonicum enchiridion
urn:cts:greekLit:tlg0358.tlg004,urn:cts:greekLit:tlg0358,Nicomachus of Gerasa,Excerpta
urn:cts:greekLit:tlg0358.tlg005,urn:cts:greekLit:tlg0358,Nicomachus of Gerasa,Problemata arithmetica
urn:cts:greekLit:tlg0361.tlg001,urn:cts:greekLit:tlg0361,Cleonides,Introductio Harmonica
urn:cts:greekLit:tlg0362.tlg001,urn:cts:greekLit:tlg0362,Carmina Delphis Inventa,Carmina Delphis Inventa
urn:cts:greekLit:tlg0363.tlg001,urn:cts:greekLit:tlg0363,Claudius Ptolemaeus,Syntaxis mathematica
urn:cts:greekLit:tlg0363.tlg007,urn:cts:greekLit:tlg0363,Claudius Ptolemaeus,Tetrabiblos
urn:cts:greekLit:tlg0363.tlg011,urn:cts:greekLit:tlg0363,Claudius Ptolemaeus,Musica
urn:cts:greekLit:tlg0385.tlg001,urn:cts:greekLit:tlg0385,Cassius Dio Cocceianus,Historia Romana
urn:cts:greekLit:tlg0509.tlg001,urn:cts:greekLit:tlg0509,Myia,Epistula ad Phyllidem
urn:cts:greekLit:tlg0521.tlg008,urn:cts:greekLit:tlg0521,Epicharmus,Fragmenta
urn:cts:greekLit:tlg0525.tlg001,urn:cts:greekLit:tlg0525,Pausanias,Description of Greece
urn:cts:greekLit:tlg0526.tlg001,urn:cts:greekLit:tlg0526,Flavius Josephus,Jewish Antiquities
urn:cts:greekLit:tlg0526.tlg002,urn:cts:greekLit:tlg0526,Flavius Josephus,Life of Josephus
urn:cts:greekLit:tlg0526.tlg003,urn:cts:greekLit:tlg0526,Flavius Josephus,Against Apion
urn:cts:greekLit:tlg0526.tlg004,urn:cts:greekLit:tlg0526,Flavius Josephus,The Jewish War
urn:cts:greekLit:tlg0527.tlg001,urn:cts:greekLit:tlg0527,Old Testament,Genesis
urn:cts:greekLit:tlg0527.tlg002,urn:cts:greekLit:tlg0527,Old Testament,Exodus
urn:cts:greekLit:tlg0527.tlg003,urn:cts:greekLit:tlg0527,Old Testament,Leviticus
urn:cts:greekLit:tlg0527.tlg004,urn:cts:greekLit:tlg0527,Old Testament,Numbers
urn:cts:greekLit:tlg0527.tlg005,urn:cts:greekLit:tlg0527,Old Testament,Deuteronomy
urn:cts:greekLit:tlg0527.tlg006,urn:cts:greekLit:tlg0527,Old Testament,Joshua
urn:cts:greekLit:tlg0527.tlg008,urn:cts:greekLit:tlg0527,Old Testament,Judges
urn:cts:greekLit:tlg0527.tlg010,urn:cts:greekLit:tlg0527,Old Testament,Ruth
urn:cts:greekLit:tlg0527.tlg011,urn:cts:greekLit:tlg0527,Old Testament,I Samuel
urn:cts:greekLit:tlg0527.tlg012,urn:cts:greekLit:tlg0527,Old Testament,II Samuel
urn:cts:greekLit:tlg0527.tlg013,urn:cts:greekLit:tlg0527,Old Testament,I Kings
urn:cts:greekLit:tlg0527.tlg014,urn:cts:greekLit:tlg0527,Old Testament,II Kings
urn:cts:greekLit:tlg0527.tlg015,urn:cts:greekLit:tlg0527,Old Testament,I Chronicles
urn:cts:greekLit:tlg0527.tlg016,urn:cts:greekLit:tlg0527,Old Testament,II Chronicles
urn:cts:greekLit:tlg0527.tlg017,urn:cts:greekLit:tlg0527,Old Testament,Esdras i (liber apocryphus)
urn:cts:greekLit:tlg0527.tlg018,urn:cts:greekLit:tlg0527,Old Testament,2 Ezra
urn:cts:greekLit:tlg0527.tlg019,urn:cts:greekLit:tlg0527,Old Testament,Esther
urn:cts:greekLit:tlg0527.tlg020,urn:cts:greekLit:tlg0527,Old Testament,Judith
urn:cts:greekLit:tlg0527.tlg021,urn:cts:greekLit:tlg0527,Old Testament,Tobias (Cod. Vaticanus + Cod. Alexandrinus)
urn:cts:greekLit:tlg0527.tlg023,urn:cts:greekLit:tlg0527,Old Testament,Machabaeorum i
urn:cts:greekLit:tlg0527.tlg024,urn:cts:greekLit:tlg0527,Old Testament,Machabaeorum ii
urn:cts:greekLit:tlg0527.tlg025,urn:cts:greekLit:tlg0527,Old Testament,Machabaeorum iii
urn:cts:greekLit:tlg0527.tlg026,urn:cts:greekLit:tlg0527,Old Testament,Machabaeorum iv
urn:cts:greekLit:tlg0527.tlg027,urn:cts:greekLit:tlg0527,Old Testament,Psalms
urn:cts:greekLit:tlg0527.tlg028,urn:cts:greekLit:tlg0527,Old Testament,Odae
urn:cts:greekLit:tlg0527.tlg029,urn:cts:greekLit:tlg0527,Old Testament,Proverbs
urn:cts:greekLit:tlg0527.tlg030,urn:cts:greekLit:tlg0527,Old Testament,Ecclesiastes
urn:cts:greekLit:tlg0527.tlg031,urn:cts:greekLit:tlg0527,Old Testament,Canticle
urn:cts:greekLit:tlg0527.tlg032,urn:cts:greekLit:tlg0527,Old Testament,Job
urn:cts:greekLit:tlg0527.tlg033,urn:cts:greekLit:tlg0527,Old Testament,Sapientia Salomonis
urn:cts:greekLit:tlg0527.tlg034,urn:cts:greekLit:tlg0527,Old Testament,Ecclesiasticus sive Siracides (Sapientia Jesu filii Sirach)
urn:cts:greekLit:tlg0527.tlg035,urn:cts:greekLit:tlg0527,Old Testament,Psalmi Salomonis
urn:cts:greekLit:tlg0527.tlg036,urn:cts:greekLit:tlg0527,Old Testament,Hosea
urn:cts:greekLit:tlg0527.tlg037,urn:cts:greekLit:tlg0527,Old Testament,Amos
urn:cts:greekLit:tlg0527.tlg038,urn:cts:greekLit:tlg0527,Old Testament,Micah
urn:cts:greekLit:tlg0527.tlg039,urn:cts:greekLit:tlg0527,Old Testament,Joel
urn:cts:greekLit:tlg0527.tlg040,urn:cts:greekLit:tlg0527,Old Testament,Obadiah
urn:cts:greekLit:tlg0527.tlg041,urn:cts:greekLit:tlg0527,Old Testament,Jonah
urn:cts:greekLit:tlg0527.tlg042,urn:cts:greekLit:tlg0527,Old Testament,Nahum
urn:cts:greekLit:tlg0527.tlg043,urn:cts:greekLit:tlg0527,Old Testament,Habakkuk
urn:cts:greekLit:tlg0527.tlg044,urn:cts:greekLit:tlg0527,Old Testament,Zephaniah
urn:cts:greekLit:tlg0527.tlg045,urn:cts:greekLit:tlg0527,Old Testament,Haggai
urn:cts:greekLit:tlg0527.tlg046,urn:cts:greekLit:tlg0527,Old Testament,Zechariah
urn:cts:greekLit:tlg0527.tlg047,urn:cts:greekLit:tlg0527,Old Testament,Malachi
urn:cts:greekLit:tlg0527.tlg048,urn:cts:greekLit:tlg0527,Old Testament,Isaiah
urn:cts:greekLit:tlg0527.tlg049,urn:cts:greekLit:tlg0527,Old Testament,Jeremiah
urn:cts:greekLit:tlg0527.tlg050,urn:cts:greekLit:tlg0527,Old Testament,Baruch
urn:cts:greekLit:tlg0527.tlg051,urn:cts:greekLit:tlg0527,Old Testament,Lamentations
urn:cts:greekLit:tlg0527.tlg052,urn:cts:greekLit:tlg0527,Old Testament,Epistula Jeremiae
urn:cts:greekLit:tlg0527.tlg053,urn:cts:greekLit:tlg0527,Old Testament,Ezekiel
urn:cts:greekLit:tlg0527.tlg054,urn:cts:greekLit:tlg0527,Old Testament,Susanna (translatio Graeca)
urn:cts:greekLit:tlg0527.tlg055,urn:cts:greekLit:tlg0527,Old Testament,Susanna (Theodotionis versio)
urn:cts:greekLit:tlg0527.tlg056,urn:cts:greekLit:tlg0527,Old Testament,Daniel
urn:cts:greekLit:tlg0527.tlg057,urn:cts:greekLit:tlg0527,Old Testament,Daniel (Theodotionis versio)
urn:cts:greekLit:tlg0527.tlg058,urn:cts:greekLit:tlg0527,Old Testament,Bel et Draco (translatio Graeca)
urn:cts:greekLit:tlg0527.tlg059,urn:cts:greekLit:tlg0527,Old Testament,Bel et Draco (Theodotionis versio)
urn:cts:greekLit:tlg0529.tlg002,urn:cts:greekLit:tlg0529,Arius Didymus,Liber de philosophorum sectis (epitome ap. Stobaeum)
urn:cts:greekLit:tlg0530.tlg005,urn:cts:greekLit:tlg0530,Pseudo-Galen,De fasciis
urn:cts:greekLit:tlg0530.tlg006,urn:cts:greekLit:tlg0530,Pseudo-Galen,Ad Gaurum quomodo animetur fetus
urn:cts:greekLit:tlg0530.tlg012,urn:cts:greekLit:tlg0530,Pseudo-Galen,Introductio seu medicus
urn:cts:greekLit:tlg0530.tlg029,urn:cts:greekLit:tlg0530,Pseudo-Galen,De remediis parabilibus
urn:cts:greekLit:tlg0530.tlg032,urn:cts:greekLit:tlg0530,Pseudo-Galen,De theriaca ad Pamphilianum
urn:cts:greekLit:tlg0530.tlg043,urn:cts:greekLit:tlg0530,Pseudo-Galen,De optima secta ad Thrasybulum
urn:cts:greekLit:tlg0532.tlg001,urn:cts:greekLit:tlg0532,Achilles Tatius,Leucippe and Clitophon
urn:cts:greekLit:tlg0533.tlg003,urn:cts:greekLit:tlg0533,Callimachus,Epigrams
urn:cts:greekLit:tlg0533.tlg004,urn:cts:greekLit:tlg0533,Callimachus,Epigrams and Fragments
urn:cts:greekLit:tlg0533.tlg006,urn:cts:greekLit:tlg0533,Callimachus,Aetia
urn:cts:greekLit:tlg0533.tlg007,urn:cts:greekLit:tlg0533,Callimachus,Iambi
urn:cts:greekLit:tlg0533.tlg009,urn:cts:greekLit:tlg0533,Callimachus,Hecala
urn:cts:greekLit:tlg0533.tlg015,urn:cts:greekLit:tlg0533,Callimachus,Hymn to Zeus
urn:cts:greekLit:tlg0533.tlg016,urn:cts:greekLit:tlg0533,Callimachus,Hymn to Apollo
urn:cts:greekLit:tlg0533.tlg017,urn:cts:greekLit:tlg0533,Callimachus,Hymn to Artemis
urn:cts:greekLit:tlg0533.tlg018,urn:cts:greekLit:tlg0533,Callimachus,Hymn to Delos
urn:cts:greekLit:tlg0533.tlg019,urn:cts:greekLit:tlg0533,Callimachus,Hymn to Athena
urn:cts:greekLit:tlg0533.tlg020,urn:cts:greekLit:tlg0533,Callimachus,Hymn to Demeter
urn:cts:greekLit:tlg0535.tlg001,urn:cts:greekLit:tlg0535,Demades,On the Twelve Years
urn:cts:greekLit:tlg0537.tlg010,urn:cts:greekLit:tlg0537,Epicurus,Epistula ad Herodotum
urn:cts:greekLit:tlg0537.tlg011,urn:cts:greekLit:tlg0537,Epicurus,Epistula ad Pythoclem
urn:cts:greekLit:tlg0537.tlg012,urn:cts:greekLit:tlg0537,Epicurus,Epistula ad Menoeceum
urn:cts:greekLit:tlg0537.tlg013,urn:cts:greekLit:tlg0537,Epicurus,Ratae Sententiae
